startIp,endIp,ipVersion,company,abuser_score,domain,type,rir,netname,abuseName,abuseAddress,abuseEmail,abusePhone
1.32.35.0,1.32.35.255,4,Distributel Communications Limited,0.0078 (Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.36.0,1.32.39.255,4,Distributel Communications Limited,0.0059 (Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.40.0,1.32.47.255,4,Distributel Communications Limited,0.0093 (Elevated),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.48.0,1.32.55.255,4,Distributel Communications Limited,0.0078 (Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.56.0,1.32.59.255,4,Distributel Communications Limited,0.0068 (Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.60.0,1.32.61.255,4,Distributel Communications Limited,0.002 (Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.62.0,1.32.63.255,4,Distributel Communications Limited,0.0039 (Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.64.0,1.32.79.255,4,Distributel Communications Limited,0 (Very Low),distributel.ca,isp,ARIN,YONGKANG-ALIBABA-OFFICE,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.80.0,1.32.95.255,4,Distributel Communications Limited,0 (Very Low),distributel.ca,isp,ARIN,CENTREFORADULTEDUCATION,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.96.0,1.32.97.255,4,Distributel Communications Limited,0 (Very Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.98.0,1.32.99.255,4,Distributel Communications Limited,0.0176 (Elevated),distributel.ca,isp,ARIN,YONGKANG-ALIBABA-OFFICE,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.100.0,1.32.103.255,4,Distributel Communications Limited,0.0029 (Low),distributel.ca,isp,ARIN,YONGKANG-ALIBABA-OFFICE,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.104.0,1.32.107.255,4,Distributel Communications Limited,0.002 (Low),distributel.ca,isp,ARIN,CENTREFORADULTEDUCATION,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.109.0,1.32.109.255,4,Distributel Communications Limited,0.0117 (Elevated),distributel.ca,isp,ARIN,CENTREFORADULTEDUCATION,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.110.0,1.32.110.255,4,Distributel Communications Limited,0 (Very Low),distributel.ca,isp,ARIN,CENTREFORADULTEDUCATION,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.111.0,1.32.111.255,4,Distributel Communications Limited,0.0039 (Low),distributel.ca,isp,ARIN,CENTREFORADULTEDUCATION,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.115.0,1.32.115.255,4,Distributel Communications Limited,0 (Very Low),distributel.ca,isp,ARIN,CENTREFORADULTEDUCATION,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.117.0,1.32.117.255,4,Distributel Communications Limited,0.0078 (Low),distributel.ca,isp,ARIN,CENTREFORADULTEDUCATION,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.118.0,1.32.119.255,4,SATSOL QnQ,0.002 (Low),satsol.net,business,APNIC,CENTREFORADULTEDUCATION,ABUSE SATSOLNETSB,PO Box 2272 Honiara Solomon Islands,noc@satsol.net,+000000000
1.32.120.0,1.32.123.255,4,SATSOL QnQ,0.0059 (Low),satsol.net,business,APNIC,CENTREFORADULTEDUCATION,ABUSE SATSOLNETSB,PO Box 2272 Honiara Solomon Islands,noc@satsol.net,+000000000
1.32.126.0,1.32.127.255,4,Distributel Communications Limited,0 (Very Low),distributel.ca,isp,ARIN,CENTREFORADULTEDUCATION,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.128.0,1.32.191.255,4,Wan Link,0 (Very Low),ptcl.net,business,APNIC,FUYANGYESHENGDONGWUYUANHZ,Arshad Butt,"ITI Hall ,Telcom Complex, S/Town Exchange,7th road, Rawalpindi.",arshad@pie.net.pk,+92-51-4455467
1.32.192.0,1.32.255.255,4,Baldwin Telecom Inc,0 (Very Low),wintechnology.com,isp,ARIN,Shanghai-TangMai,,,,
1.32.192.0,1.32.199.255,4,pe-tdp-erx14,0 (Very Low),telefonica.com.pe,isp,LACNIC,yn-km-BTL-medical-factory,pe-tdp-erx14,"Av San Felipe, 1144, 34 - Lima ",tommy.tomaylla@telefonica.com,+51 01 2105301
1.32.200.0,1.32.201.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,DWL-Elite,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.202.0,1.32.202.127,4,pe-tdp-erx14,0 (Very Low),telefonica.com.pe,isp,LACNIC,DE-EXPLETO-AC-20210722,pe-tdp-erx14,"Av San Felipe, 1144, 34 - Lima ",tommy.tomaylla@telefonica.com,+51 01 2105301
1.32.202.129,1.32.202.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,TRANSWARE-SG,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.203.0,1.32.203.127,4,pe-tdp-erx14,0 (Very Low),telefonica.com.pe,isp,LACNIC,ERTH-EKAT-MAIN-V6-NET,pe-tdp-erx14,"Av San Felipe, 1144, 34 - Lima ",tommy.tomaylla@telefonica.com,+51 01 2105301
1.32.203.129,1.32.203.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,SUZHOU-YUNCHOUWANGTONG-TECH-CORP,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.204.0,1.32.204.127,4,pe-tdp-erx14,0 (Very Low),telefonica.com.pe,isp,LACNIC,HNS-IPv6-Block-2401-4800-6fec-48,pe-tdp-erx14,"Av San Felipe, 1144, 34 - Lima ",tommy.tomaylla@telefonica.com,+51 01 2105301
1.32.204.129,1.32.204.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,TK0047012125,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.205.0,1.32.205.255,4,net-d-sign GmbH,0 (Very Low),net-d-sign.de,hosting,RIPE,OVH_56363181,Joerg Schumann,"net-d-sign GmbH, Parkring 29, DE-85748 Garching bei Muenchen",abuse@net-d-sign.de,+49 89 322999 0
1.32.206.0,1.32.207.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,LWPB,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.208.0,1.32.215.255,4,HyosungITX,0.0005 (Very Low),hyosungitx.com,hosting,KRNIC,YEJI-DEVELOPMENT-DISTRICT,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.216.0,1.32.216.255,4,METANET AG,0.0195 (Elevated),metanet.ch,hosting,RIPE,JZLin12-ICAFE-TW,Stefan Leuenberger,"METANET AG, Josefstrasse 218, CH-8005 Zuerich",abuse@mail.metanet.ch,+41 44 3108766
1.32.217.0,1.32.217.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,BA-KATARINA-20150428,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.218.0,1.32.218.255,4,METANET AG,0 (Very Low),metanet.ch,hosting,RIPE,SNOEIJSSCHRAUWEN_BV,Stefan Leuenberger,"METANET AG, Josefstrasse 218, CH-8005 Zuerich",abuse@mail.metanet.ch,+41 44 3108766
1.32.219.0,1.32.219.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,SVAMBERK-NET-PRAHA,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.220.0,1.32.220.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,SE-ARVIDSVENSSON,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.221.0,1.32.221.255,4,pe-tdp-erx14,0 (Very Low),telefonica.com.pe,isp,LACNIC,INFONAS-IPv6-INFRA-F000,pe-tdp-erx14,"Av San Felipe, 1144, 34 - Lima ",tommy.tomaylla@telefonica.com,+51 01 2105301
1.32.222.0,1.32.222.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,TK0050222401,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.223.0,1.32.223.255,4,HyosungITX,0 (Very Low),hyosungitx.com,hosting,KRNIC,BSVE-DIAL-MAN-10,IP Manager,"Seoul Yeongdeungpo-gu Seonyudong 2-ro 57, 17 F",itx9005a@hyosungitx.com,+82-2-6288-6512
1.32.224.0,1.32.231.255,4,pe-tdp-erx14,0 (Very Low),telefonica.com.pe,isp,LACNIC,JIXI-CITY-AGRICULTURE-COMMITTEE,pe-tdp-erx14,"Av San Felipe, 1144, 34 - Lima ",tommy.tomaylla@telefonica.com,+51 01 2105301
1.32.228.0,1.32.228.255,4,METANET AG,0.0039 (Low),metanet.ch,hosting,RIPE,SL-SECUREBIT-20201111,Stefan Leuenberger,"METANET AG, Josefstrasse 218, CH-8005 Zuerich",abuse@mail.metanet.ch,+41 44 3108766
1.32.229.0,1.32.229.255,4,METANET AG,0 (Very Low),metanet.ch,hosting,RIPE,DE-GENTLENTGROUP-20251009,Stefan Leuenberger,"METANET AG, Josefstrasse 218, CH-8005 Zuerich",abuse@mail.metanet.ch,+41 44 3108766
1.32.232.0,1.32.239.255,4,pe-tdp-erx14,0 (Very Low),telefonica.com.pe,isp,LACNIC,FAIBA,pe-tdp-erx14,"Av San Felipe, 1144, 34 - Lima ",tommy.tomaylla@telefonica.com,+51 01 2105301
1.32.240.0,1.32.251.255,4,pe-tdp-erx14,0 (Very Low),telefonica.com.pe,isp,LACNIC,HDTIDCCLOUD-HK,pe-tdp-erx14,"Av San Felipe, 1144, 34 - Lima ",tommy.tomaylla@telefonica.com,+51 01 2105301
1.32.246.0,1.32.251.255,4,METANET AG,0.0026 (Low),metanet.ch,hosting,RIPE,SULZER-SINGAPORE-SG,Stefan Leuenberger,"METANET AG, Josefstrasse 218, CH-8005 Zuerich",abuse@mail.metanet.ch,+41 44 3108766
1.32.252.0,1.32.252.255,4,METANET AG,0 (Very Low),metanet.ch,hosting,RIPE,SASG-ITG-PRATHO-NET,Stefan Leuenberger,"METANET AG, Josefstrasse 218, CH-8005 Zuerich",abuse@mail.metanet.ch,+41 44 3108766
1.32.253.0,1.32.255.255,4,METANET AG,0.0026 (Low),metanet.ch,hosting,RIPE,LSSZSSGLC-COLTD,Stefan Leuenberger,"METANET AG, Josefstrasse 218, CH-8005 Zuerich",abuse@mail.metanet.ch,+41 44 3108766
1.33.0.0,1.33.255.255,4,Hostinger International Limited,0.0001 (Very Low),hostinger.com,hosting,RIPE,NS-POLLEYSDUKE-AP,Hostinger NOC,"LITHUANIA, Vilnius, LT-03230, Svitrigailos str. 34, LT-03230 Vilnius, Lithuania",abuse@hostinger.com,+13024640055
1.33.0.0,1.33.0.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.1.0,1.33.1.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.2.0,1.33.2.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.3.0,1.33.3.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.4.0,1.33.4.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.5.0,1.33.5.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.6.0,1.33.6.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0078 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.7.0,1.33.7.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.8.0,1.33.8.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.9.0,1.33.9.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.10.0,1.33.10.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.11.0,1.33.11.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.12.0,1.33.12.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.13.0,1.33.13.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0078 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.14.0,1.33.14.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0117 (Elevated),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.15.0,1.33.15.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.16.0,1.33.16.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.17.0,1.33.17.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.18.0,1.33.18.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.19.0,1.33.19.255,4,"InfoSphere (NTTPC Communications, Inc.)",0.0039 (Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.20.0,1.33.20.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.21.0,1.33.21.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.22.0,1.33.22.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
1.33.23.0,1.33.23.255,4,"InfoSphere (NTTPC Communications, Inc.)",0 (Very Low),nttpc.co.jp,isp,JPNIC,jiuju-com,,,,
